Plan Name,Disease,Premium Type,Maximum Coverage,Deductible,Co-pay Percentage,Out-of-Pocket,Waiting Period,Claims Settled,Renewability,Hospital Coverage,Benefits,Tax Redemption
Individual Health Insurance,Ventricular Tachycardia,Premier,758706.0,15%,5%,73973.0,136,99.0,Renewable,8399.0,"Experience premium disease coverage with Individual Health Insurance Premier: Rs.758706.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 136 days - a plan that is specifically designed for individual coverage.",20%
Individual Health Insurance,Atrial Flutter,Basic,528172.0,5%,20%,147888.0,160,88.0,Renewable,8134.0,Individual Health Insurance Basic offers Rs.528172.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 160 days - a plan that is specifically designed for individual coverage.,10%
Individual Health Insurance,Atrial Flutter,Lite,643500.0,10%,10%,104890.0,150,94.0,Renewable,8243.0,"For Individual Health Insurance Lite, enjoy Rs.643500.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 150 days, crafted to be specifically designed for individual coverage.",15%
Individual Health Insurance,Atrial Flutter,Premier,755827.0,15%,5%,73692.0,125,99.0,Renewable,8337.0,"Experience premium disease coverage with Individual Health Insurance Premier: Rs.755827.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 125 days - a plan that is specifically designed for individual coverage.",20%
Family Health Insurance,Accidental Injury,Basic,304899.0,5%,20%,85371.0,59,88.0,Renewable,10097.0,"For Family Health Insurance Basic, receive Rs.304899.0 in disease coverage with a 5% deductible and 20% co-pay. The waiting period is 59 days, and this plan is covering all family members with comprehensive benefits.",15%
Family Health Insurance,Accidental Injury,Lite,423505.0,10%,10%,69031.0,26,95.0,Renewable,10340.0,"Family Health Insurance Lite provides Rs.423505.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 26 days, and the plan is covering all family members with comprehensive benefits.",20%
Family Health Insurance,Accidental Injury,Premier,523935.0,15%,5%,51082.0,23,97.0,Renewable,10401.0,"Family Health Insurance Premier offers Rs.523935.0 disease coverage, paired with a minimal 15% deductible and 5% co-pay. Benefits activate after 23 days, making it a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Acid Reflux,Basic,202736.0,5%,20%,56765.0,174,87.0,Renewable,10167.0,"Benefit from Rs.202736.0 in disease coverage with Family Health Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 174 days, ensuring the plan is covering all family members with comprehensive benefits.",15%
Family Health Insurance,Acid Reflux,Lite,339834.0,10%,10%,55392.0,156,94.0,Renewable,10177.0,"Experience targeted disease coverage with Family Health Insurance Lite - Rs.339834.0 in coverage, a 10% deductible, and 10% co-pay. Activation is in 156 days, reflecting a plan that is covering all family members with comprehensive benefits.",20%
Family Health Insurance,Acid Reflux,Premier,474207.0,15%,5%,46234.0,129,98.0,Renewable,10253.0,"Experience premium disease coverage with Family Health Insurance Premier: Rs.474207.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 129 days - a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Acute Myocardial Infarction,Basic,431898.0,5%,20%,120930.0,160,89.0,Renewable,10270.0,Family Health Insurance Basic offers Rs.431898.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 160 days - a plan that is covering all family members with comprehensive benefits.,15%
Family Health Insurance,Acute Myocardial Infarction,Lite,562930.0,10%,10%,91757.0,159,94.0,Renewable,10426.0,"For Family Health Insurance Lite, enjoy Rs.562930.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 159 days, crafted to be covering all family members with comprehensive benefits.",20%
Family Health Insurance,Acute Myocardial Infarction,Premier,709536.0,15%,5%,69179.0,139,99.0,Renewable,10650.0,"For Family Health Insurance Premier, access Rs.709536.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 139 days to wait, this plan is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Age-related Macular Degeneration,Basic,374446.0,5%,20%,104844.0,176,89.0,Renewable,10183.0,"Benefit from Rs.374446.0 in disease coverage with Family Health Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 176 days, ensuring the plan is covering all family members with comprehensive benefits.",15%
Family Health Insurance,Age-related Macular Degeneration,Lite,519231.0,10%,10%,84634.0,144,95.0,Renewable,10319.0,"Experience targeted disease coverage with Family Health Insurance Lite - Rs.519231.0 in coverage, a 10% deductible, and 10% co-pay. Activation is in 144 days, reflecting a plan that is covering all family members with comprehensive benefits.",20%
Family Health Insurance,Age-related Macular Degeneration,Premier,644137.0,15%,5%,62802.0,126,100.0,Renewable,10342.0,"Experience premium disease coverage with Family Health Insurance Premier: Rs.644137.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 126 days - a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Alzheimer's Disease,Basic,510991.0,5%,20%,143077.0,164,89.0,Renewable,10270.0,Family Health Insurance Basic offers Rs.510991.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 164 days - a plan that is covering all family members with comprehensive benefits.,15%
Family Health Insurance,Alzheimer's Disease,Lite,641346.0,10%,10%,104539.0,155,92.0,Renewable,10301.0,"For Family Health Insurance Lite, enjoy Rs.641346.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 155 days, crafted to be covering all family members with comprehensive benefits.",20%
Family Health Insurance,Alzheimer's Disease,Premier,773657.0,15%,5%,75430.0,132,96.0,Renewable,10581.0,"Family Health Insurance Premier offers Rs.773657.0 disease coverage, paired with a minimal 15% deductible and 5% co-pay. Benefits activate after 132 days, making it a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Amputation,Basic,406226.0,5%,20%,113742.0,78,90.0,Renewable,10015.0,Family Health Insurance Basic offers Rs.406226.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 78 days - a plan that is covering all family members with comprehensive benefits.,15%
Family Health Insurance,Amputation,Lite,515365.0,10%,10%,84004.0,82,91.0,Renewable,10034.0,"Family Health Insurance Lite provides Rs.515365.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 82 days, and the plan is covering all family members with comprehensive benefits.",20%
Family Health Insurance,Amputation,Premier,644894.0,15%,5%,62876.0,38,96.0,Renewable,10318.0,"Experience premium disease coverage with Family Health Insurance Premier: Rs.644894.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 38 days - a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Angina Pectoris,Basic,519272.0,5%,20%,145396.0,177,90.0,Renewable,10212.0,"Benefit from Rs.519272.0 in disease coverage with Family Health Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 177 days, ensuring the plan is covering all family members with comprehensive benefits.",15%
Family Health Insurance,Angina Pectoris,Lite,633581.0,10%,10%,103273.0,159,91.0,Renewable,10480.0,"For Family Health Insurance Lite, enjoy Rs.633581.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 159 days, crafted to be covering all family members with comprehensive benefits.",20%
Family Health Insurance,Angina Pectoris,Premier,752032.0,15%,5%,73322.0,140,100.0,Renewable,10595.0,"Experience premium disease coverage with Family Health Insurance Premier: Rs.752032.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 140 days - a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Anxiety Disorders,Basic,206182.0,5%,20%,57730.0,161,88.0,Renewable,10281.0,Family Health Insurance Basic offers Rs.206182.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 161 days - a plan that is covering all family members with comprehensive benefits.,15%
Family Health Insurance,Anxiety Disorders,Lite,307944.0,10%,10%,50194.0,153,93.0,Renewable,10338.0,"Experience targeted disease coverage with Family Health Insurance Lite - Rs.307944.0 in coverage, a 10% deductible, and 10% co-pay. Activation is in 153 days, reflecting a plan that is covering all family members with comprehensive benefits.",20%
Family Health Insurance,Anxiety Disorders,Premier,457182.0,15%,5%,44575.0,127,98.0,Renewable,10541.0,"Experience premium disease coverage with Family Health Insurance Premier: Rs.457182.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 127 days - a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Aorta Surgery,Basic,880553.0,5%,20%,246554.0,162,88.0,Renewable,10157.0,"Benefit from Rs.880553.0 in disease coverage with Family Health Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 162 days, ensuring the plan is covering all family members with comprehensive benefits.",15%
Family Health Insurance,Aorta Surgery,Lite,1025140.0,10%,10%,167097.0,142,94.0,Renewable,10225.0,"Family Health Insurance Lite provides Rs.1025140.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 142 days, and the plan is covering all family members with comprehensive benefits.",20%
Family Health Insurance,Aorta Surgery,Premier,1134886.0,15%,5%,110651.0,129,97.0,Renewable,10399.0,"Family Health Insurance Premier offers Rs.1134886.0 disease coverage, paired with a minimal 15% deductible and 5% co-pay. Benefits activate after 129 days, making it a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Aortic Dissection,Basic,486870.0,5%,20%,136323.0,580,89.0,One-time renewability,10011.0,"Benefit from Rs.486870.0 in disease coverage with Family Health Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 580 days, ensuring the plan is covering all family members with comprehensive benefits.",15%
Family Health Insurance,Aortic Dissection,Lite,632552.0,10%,10%,103105.0,568,95.0,One-time renewability,10038.0,"For Family Health Insurance Lite, enjoy Rs.632552.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 568 days, crafted to be covering all family members with comprehensive benefits.",20%
Family Health Insurance,Aortic Dissection,Premier,734971.0,15%,5%,71659.0,627,97.0,One-time renewability,10296.0,"Experience premium disease coverage with Family Health Insurance Premier: Rs.734971.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 627 days - a plan that is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Appendicitis,Basic,184726.0,5%,20%,51722.0,44,87.0,Renewable,10208.0,Family Health Insurance Basic offers Rs.184726.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 44 days - a plan that is covering all family members with comprehensive benefits.,15%
Family Health Insurance,Appendicitis,Lite,290138.0,10%,10%,47291.0,41,92.0,Renewable,10501.0,"Experience targeted disease coverage with Family Health Insurance Lite - Rs.290138.0 in coverage, a 10% deductible, and 10% co-pay. Activation is in 41 days, reflecting a plan that is covering all family members with comprehensive benefits.",20%
Family Health Insurance,Appendicitis,Premier,394751.0,15%,5%,38487.0,88,98.0,Renewable,10758.0,"For Family Health Insurance Premier, access Rs.394751.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 88 days to wait, this plan is covering all family members with comprehensive benefits.",25%
Family Health Insurance,Arteriosclerosis,Basic,451141.0,5%,20%,126319.0,175,90.0,Renewable,10048.0,Family Health Insurance Basic offers Rs.451141.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 175 days - a plan that is covering all family members with comprehensive benefits.,15%
